symbol,gap,volume,nbTransactionGap,volumeTransactionGap,volatility,nbWave,averageAmplitude,Cluster
hnb_usdt,-0.15559420675988725,-0.2520997208689916,-0.3550002812793276,-0.27466691347840627,-0.5785061787154744,-0.6775637409654756,-0.1302943666898894,0
bty_usdt,-0.39199873901099935,-0.22310771818283326,-0.32972385025336104,-0.20642973004850096,-0.5578768375924276,-0.07885440088822342,-0.27295128156228343,0
lbk_usdt,-0.5260650093256208,0.14478886185545814,-0.30444741922739443,-0.258418501817108,-0.6019897247374846,0.48991947218516607,-0.2927334455360172,0
ain_usdt,-0.5107563823283112,-0.2516733535908743,-0.11487418653264495,-0.2653944517000444,-0.7848409761889067,-1.2463376140388651,-0.33059732308077927,0
lit_usdt,-0.5603354917912651,-0.23069939930733657,-0.32972385025336104,-0.2614393657677308,-0.6142329093866198,-0.49795093894229986,-0.28616981035670075,0
elt_usdt,-0.49328722194050195,-0.24953613426778457,-0.3423620657663443,-0.2645510629907411,-0.43219890372827763,-0.6775637409654756,-0.02845124408818699,0
elcash_usdt,-0.46074362817399905,-0.24588092012485235,-0.3550002812793276,-0.27466691347840627,-0.9422987925757877,-1.3660794820543154,-0.32383122576265916,0
fei_usdt,5.29726684264875,-0.25136315039125046,-0.3550002812793276,-0.27466691347840627,2.0957887404380413,-1.3960149490581781,9.389542190202652,2
babydoge_usdt,-0.3901794226530165,-0.19246903729916964,0.13789012372702103,-0.05761720998939484,-0.3667468863247424,1.1484997462701434,-0.27412653146142696,0
hero_usdt,-0.5172792382664444,-0.2518944095501418,-0.2791709882014278,-0.2728397582384605,-0.7535285568359011,-0.6476282739616129,-0.31039030146717234,0
starl_usdt,-0.5425223021897808,-0.19550303814977224,-0.19070347961054473,-0.23962960871539193,-0.5354710594731082,0.40011307117357825,-0.29330184494430483,0
rare_usdt,-0.4988829001466754,-0.19282201156486398,-0.026406677941761856,-0.195240450924604,-0.6133503452499869,-0.10878986789208601,-0.2922811978129201,0
ulti_usdt,-0.5496014344077043,-0.24042691054224705,-0.24125634166247792,-0.26056024686506923,-0.5477956227839947,0.3701776041697157,-0.28387648130871274,0
sbr_usdt,-0.46836971998920496,-0.21540169467349637,-0.26653277268844455,-0.2549979875742225,0.13909520429073144,-0.10878986789208601,-0.1081484512074761,0
ghd_usdt,0.19977580449483417,-0.25179299540966515,-0.3423620657663443,-0.2718583561653465,0.4373423219179924,2.9446277665019,-0.2055548689957406,0
ccash_usdt,-0.4300300994954307,-0.25104250895323393,-0.3550002812793276,-0.27466691347840627,-0.8358357848271875,-1.0966602790195519,-0.2925685174871809,0
ntx_usdt,-0.5799920670073305,-0.10277671391775725,-0.32972385025336104,0.5666070497506797,-0.7101172810377109,-0.946982944000239,-0.23719600635795793,0
isikc_usdt,1.1766009170785854,-0.24417608529066445,-0.32972385025336104,0.06000956868678742,-0.27127665535811507,3.543337106579152,-0.29868434118603876,0
frts_usdt,-0.49971014890266663,-0.24994168307662465,-0.3550002812793276,-0.27466691347840627,-0.8332637541220453,-1.0367893450118268,-0.2324824764640419,0
sos_usdt,-0.5023158606586169,0.1481206260730562,2.122089959265399,-0.04809530002133306,-0.6871567138660909,0.16062933514267744,-0.30054860353619894,0
rss3_usdt,-0.554428044385543,-0.21970480231456574,-0.17806526409756143,-0.24585072475059042,-0.5237365265188626,0.3103066701619904,-0.2828290523176831,0
rog_usdt,-0.54609682839863,-0.24300915318355518,-0.3423620657663443,-0.2741602649050486,-0.7968623294343166,-0.946982944000239,-0.325618469717881,0
ptx_usdt,0.7249251775463438,-0.2510859736230941,-0.3423620657663443,-0.09533983426119105,-0.22421366348980748,0.04088746712722701,-0.11403515928144954,0
chinu_usdt,-0.45130326167684165,-0.23963223443291098,-0.3423620657663443,-0.2737014832272087,-0.6362001749853087,-0.28840266991526164,-0.25905281623543897,0
bfic_usdt,-0.5141880254287334,-0.23293070163897361,-0.3170856347403777,-0.25435005223541,-0.6983263761288739,-0.048918933884360805,-0.3100840695848979,0
melos_usdt,-0.4479725549737226,-0.2510878792451912,-0.32972385025336104,-0.27154070140838604,-0.6087197462411511,0.010952000123364404,-0.28561792196486274,0
shibdoge_usdt,-0.1650188382273401,-0.2520181115062467,-0.32972385025336104,-0.273030108677571,0.7673086767306952,3.3637243045559764,-0.18532847700155394,0
tpy_usdt,0.318942153547449,-0.25015757702469255,0.42856908052563686,0.10424651620824522,0.23890652363116352,1.268241614285594,-0.14142061229373074,0
nto_usdt,-0.4176371778905648,-0.2520311804713624,-0.3423620657663443,-0.2730915628120599,-0.5087457997620833,1.268241614285594,-0.3179461529952995,0
spsi_usdt,-0.470318359010824,-0.25140119957293194,-0.3550002812793276,-0.27466691347840627,-0.7734134995116382,-1.0367893450118268,-0.2595402601865081,0
artr_usdt,-0.3897048562003056,-0.2515176910099611,-0.30444741922739443,-0.2719286928695618,-0.5166450297222316,0.5497904061928913,-0.27776243111432625,0
senso_usdt,-0.5343120565323253,-0.22964858195283447,-0.2918092037144111,-0.26266294931691175,-0.5807162809468105,-0.6476282739616129,-0.2020189069936422,0
tbp_usdt,-0.31499257714881407,-0.25118487600939415,-0.32972385025336104,-0.2660561977084645,0.517006105717078,2.1064346903937468,-0.15804292122073735,0
pox_usdt,-0.21488701664662105,-0.1690243764661937,-0.001130246915795259,0.12356732258754412,-0.014393337796056909,1.627467218331945,-0.23580313384428858,0
3ull_usdt,-0.5188983956087804,-0.24397407743221336,-0.32972385025336104,-0.2408263123136365,-0.5996848734454032,0.010952000123364404,-0.2714435965424544,0
gymnet_usdt,0.023530817188021056,-0.24744638113801543,-0.24125634166247792,-0.10103563168381988,-0.6325861224941255,0.3103066701619904,-0.2808823637600557,0
arix_usdt,-0.5637427239797906,0.21625804332633022,0.9972887786098853,-0.064409768036608,-0.18640902276722918,1.56759628432422,-0.24252525037423717,0
pri_usdt,-0.363588622268072,-0.2519572503497668,-0.3550002812793276,-0.27466691347840627,-0.8020172891127058,-0.9170474769963763,-0.3020937767177985,0
xen_usdt,-0.5580691962291876,-0.16356529406807166,-0.11487418653264495,-0.22153352413301078,-0.5592221893931333,-0.22853173590753645,-0.26974952750479325,0
vnxau_usdt,-0.43118100575715973,-0.25170870784856547,-0.3550002812793276,-0.27466691347840627,-0.6025706061479554,1.3580480152971817,-0.3246887821206742,0
ccv2_usdt,0.9109366841773496,-0.2475785324503545,-0.2791709882014278,-0.1272150741979494,-0.2864584101933069,-0.13872533489594863,-0.15086245920416688,0
impt_usdt,-0.5671891778080165,4.106792087953508,-0.3550002812793276,-0.27466691347840627,-0.7267185771226607,-0.34827360392298684,-0.29876037442114334,0
vob_usdt,-0.47807094288717883,-0.24763771634298387,-0.32972385025336104,-0.2450413777386946,-0.554828282030359,-0.16866080189981122,-0.26415843047611315,0
regent_usdt,0.07655745716642327,-0.18811746104986282,-0.17806526409756143,0.3960169945753729,-0.09871272925504503,2.615337629459411,-0.25282877796962566,0
ipvn_usdt,-0.4242852758200872,-0.22444538290014998,2.0968135282394322,0.3552395274582095,-0.15189588622391234,2.5255312284478233,-0.26334835268611095,0
cpc_usdt,-0.4100777219093336,-0.22639020443596503,-0.32972385025336104,-0.26513002316945783,-0.7379716224146186,-0.6775637409654756,-0.22162041071089308,0
sto_usdt,-0.12310514151196067,-0.2479700326313464,-0.3550002812793276,-0.27466691347840627,-0.5942642250980488,0.07082293413108962,-0.244193138643131,0
mcoin_usdt,-0.5364234453594684,-0.2346866665394287,-0.26653277268844455,-0.16993758243073176,-0.6111055751426138,0.28037120315812786,-0.2836943788589595,0
wojak_usdt,-0.5714689595884106,0.09362171414782527,-0.15278883307159483,0.14953892416786224,-0.33199403086337936,0.1306938681388148,-0.24986775602973943,0
ladys_usdt,-0.21771605768170843,-0.24907990651375636,-0.2791709882014278,-0.19323671016583013,-0.14383940198792652,1.56759628432422,-0.2549078924442215,0
bitcoin_usdt,-0.6008437188183363,-0.045325212618669085,-0.30444741922739443,-0.2457439657810994,-0.6002650799784411,-0.31833813691912427,-0.26910015412229427,0
4chan_usdt,-0.469493485049031,-0.2445692545976912,-0.2538945571754612,-0.24295682506630512,-0.47428518313216256,0.1306938681388148,-0.26075544658020344,0
upc_usdt,-0.5473505806495669,-0.22183162392309022,-0.3550002812793276,-0.27466691347840627,-0.8903362966972937,-1.5456922840774912,-0.3278026898493249,0
pepe2_usdt,-0.4236629610195726,-0.24795013872539376,-0.22861812614949464,-0.24542684039171322,-0.3391139729144148,1.8070800203551207,-0.2739403351259303,0
bobo_usdt,-0.5673671335850684,-0.06541639598912877,-0.3423620657663443,-0.2735708082709382,-0.5404124119795022,-0.13872533489594863,-0.26361676907288545,0
